Recency,Frequency,Monetary
2.33485828570337,-0.9550131286465087,3.697686624769022
-0.9051993140053222,1.0745229621296741,1.4118199934798015
-0.1751863362931786,0.3864372603459435,0.7190460169372321
-0.7351962917983846,-0.9550131286465087,0.7013623859766631
2.174855441273311,-0.9550131286465087,-0.6114490674536084
-0.5651932695914471,1.2469574237058587,0.9823294442822084
1.1148365969241711,-0.9550131286465087,-1.6537570860460558
1.394841574676774,-0.9550131286465087,0.3153772161905292
1.2148383746929579,-0.9550131286465087,-0.36046445544393957
-0.69519558069087,0.059754916741582835,1.0734035260127848
-0.5951938029220831,-0.9550131286465087,1.7008399041095519
-0.9051993140053222,-0.36141187516437107,0.3778664256374053
-0.3451893585001161,0.3864372603459435,1.7137960721802001
-0.4051904251613882,0.059754916741582835,1.0301642216380935
1.9448513524051014,-0.9550131286465087,-1.057980037851846
-0.8951991362284435,1.540739487763732,1.5645092268386749
0.1748198858975752,-0.36141187516437107,-0.21526207484254326
-0.8451982473440501,0.3864372603459435,0.47052982940781074
1.9848520635126161,-0.36141187516437107,-0.09655510612957315
-0.8851989584515648,-0.9550131286465087,-1.1503167590128218
-0.4151906029382669,0.3864372603459435,1.2563565317110723
-0.47519166959953896,-0.36141187516437107,0.7580424195144596
-0.20518686962381463,0.059754916741582835,0.4613971619667561
2.1848556190501895,-0.9550131286465087,-0.5431384256244645
-0.6751952251371125,-0.9550131286465087,0.019731236740770288
-0.815197714013414,-0.36141187516437107,-0.36374100325443637
2.2248563301577042,-0.36141187516437107,0.6407898379314015
0.3748234414351488,-0.9550131286465087,1.3543978614205308
-0.10518509185502782,-0.36141187516437107,0.12835347584302892
-0.7051957584677486,0.3864372603459435,1.0486171881831803
-0.8751987806746861,0.6533561702237206,0.7399479251517996
0.9248332191634762,0.6533561702237206,0.7421976970980262
-0.6351945140295978,-0.36141187516437107,-0.1689728206960742
2.454860419025914,-0.36141187516437107,-0.46616569739426617
-0.7651968251290207,0.8790328929324327,1.0646872099857188
-0.12518544740878518,-0.9550131286465087,-0.21836291028209698
-0.7051957584677486,-0.9550131286465087,-0.3951855551115597
-0.20518686962381463,0.3864372603459435,0.6183360828141771
-0.28518829183884403,-0.36141187516437107,0.44565200761316826
-0.7351962917983846,1.7853068058198964,1.1297259236149846
-0.5651932695914471,-0.36141187516437107,0.9513476357978234
-0.4651914918226603,-0.9550131286465087,0.6444484447007732
0.2648214858894833,0.3864372603459435,0.33654270030126604
2.10485419683516,-0.9550131286465087,-1.696253333088626
2.304857752372734,-0.9550131286465087,-0.9221473996920778
-0.42519078071514554,-0.9550131286465087,-0.41698721033890024
0.5648268191958437,-0.9550131286465087,0.679824200395922
-0.7051957584677486,-0.36141187516437107,1.2275170418502412
-0.42519078071514554,0.6533561702237206,0.6787725640254629
-0.5951938029220831,0.6533561702237206,1.094837285649374
-0.13518562518566388,0.059754916741582835,2.1592948110876953
2.1648552634964324,-0.36141187516437107,-0.0349385112271795
-0.1751863362931786,0.059754916741582835,0.41676069319666675
-0.255187758508208,0.059754916741582835,0.03572546244516619
1.2448389080235938,0.059754916741582835,-0.20048562377339751
-0.6851954029139912,2.5555075331518236,4.079139353077401
-0.8951991362284435,1.4012053057340355,1.279965820429521
0.20482041922821123,-0.9550131286465087,-0.0636971090388116
-0.28518829183884403,-0.9550131286465087,-0.14879781495273897
-0.7651968251290207,0.3864372603459435,0.08522805572001235
0.034817397021273684,0.059754916741582835,0.08180838882771127
-0.9151994917822008,1.2469574237058587,0.745933179037083
0.7048293080721452,-0.36141187516437107,0.7028972838121226
-0.14518580296254255,-0.9550131286465087,0.055414642443685116
1.024834996932263,-0.9550131286465087,-0.17241298415293724
-0.7051957584677486,0.059754916741582835,0.10341279938317677
-0.6651950473602338,1.4012053057340355,1.8974644988664864
-0.8351980695671714,0.3864372603459435,1.3016552116431386
-0.4951920251532963,-0.9550131286465087,-0.8211702366545245
-0.5651932695914471,2.0892910075177658,1.7274772063970425
-0.4951920251532963,0.6533561702237206,1.5387970379128273
-0.9151994917822008,1.0745229621296741,2.309009099155135
-0.07518455852439179,-0.36141187516437107,0.08434507307590296
-0.12518544740878518,-0.36141187516437107,1.8847606920863822
0.07481810812878839,-0.9550131286465087,-0.2793826740612212
-0.9051993140053222,2.340879925732843,1.5217182697342335
-0.785197180682778,-0.36141187516437107,1.0998393561337445
2.744865574555396,-0.9550131286465087,-1.1289231679752205
-0.8951991362284435,-0.9550131286465087,-1.135715629821901
-0.7151959362446273,0.6533561702237206,1.5303187051786071
-0.7051957584677486,-0.9550131286465087,-1.3360282960357144
-0.3451893585001161,-0.9550131286465087,0.25672430483104003
1.5048435302224394,-0.9550131286465087,-0.3315863450678307
-0.48519184737641763,-0.9550131286465087,-0.3777755303250759
-0.7051957584677486,0.3864372603459435,1.3659073295818898
0.6348280636339945,-0.36141187516437107,-1.0255330362678663
-0.815197714013414,0.6533561702237206,1.9982192929854083
-0.755196647352142,-0.36141187516437107,-0.4117005760194985
